,Team,Away_attack,Home_attack,Away_defense,Home_defense
0,A. San Luis,0.6575342465753424,0.698523816770659,1.0441788639720693,0.8482628168891594
1,AC Ajaccio,0.654938708636128,0.37986569329984793,1.2801038922908923,1.1862743805875877
2,AC Milan,1.473477548877369,1.2336082495491874,0.7576727569579655,0.6600789764319627
3,AS Roma,1.272167523224294,1.0421862797915549,0.8799517690160384,0.5690336003723817
4,AZ Alkmaar,1.4539822039290757,1.3179172770791907,0.7138231088474685,0.8783226573107578
5,Ajax Amsterdam,1.8111006399818312,2.1166550207635484,0.5490946991134373,0.498507454149349
6,Alaves,0.6976574818202673,0.6414319585180958,1.5550821759373843,1.0037509200184203
7,Almeria,0.8115607441582702,1.0753418128097487,1.4869211065375314,1.1919542175218738
8,Angers,0.68753746788951,0.7503519867651317,1.2230582642921894,1.1810020500071985
9,Arouca,0.7969175688746483,0.8241036053649414,0.9504483732745218,1.249472176105708
10,Arsenal,1.3725769005869495,1.5409730138393047,0.7870721512201262,0.8316444130468867
11,Aston Villa,0.9466047590254822,1.0979432723605047,0.8407361615305893,1.0504982059539623
12,Atalanta,1.3784144812078614,1.2052494392147233,0.6993902371919681,1.102200840478868
13,Athletic Bilbao,1.002516213371981,1.033171545640739,0.7307638834785969,0.7746033010226183
14,Atlas,0.9980430528375734,0.889469773604161,1.0683496710084597,1.0801408879419054
15,Atletico Madrid,1.4202313022769728,1.2861931486547975,0.7307638834785969,0.747892842366666
16,Auxerre,0.7556985099647632,0.6331094888330798,1.2025218382126563,1.0439214549170772
17,Bayern Munich,2.0147362158841,1.7143029387397937,0.7025366035602699,0.6725734746162061
18,Belenenses,0.43057855573183607,0.6440473554532735,1.0316491446607206,1.5189661748736056
19,Benfica,1.9775361894296826,1.8248008404509417,0.42996474029085513,0.7531540617081629
20,Bielefeld,0.541777805952027,0.5096872548043504,0.967625738045709,0.9727076823556896
21,Boavista,1.003525827471779,0.9352104307311075,1.357783390392174,1.075934373868804
22,Bochum,0.6715787386280333,0.7826165589899058,1.233722816008279,1.0668406838739821
23,Bologna,0.9296608823562148,0.9504252720664675,1.1799353266351424,0.7738856965064391
24,Bordeaux,1.1454798466834304,0.888574721169235,1.894635425910603,1.3186376272636764
25,Bournemouth,0.828279164147297,0.6320397127075273,1.5652003007218418,1.1011081455637235
26,Brentford,1.0412652349280305,1.001632458995548,1.091168209646084,0.8316444130468867
27,Brest,0.8508605445529185,0.9136638897669546,0.9137441924770007,1.1611532760574974
28,Brighton,1.2667798981076306,0.8989009247395944,0.8102213321383652,0.8588353388323112
29,Burnley,0.6974982434924606,0.638692762314975,0.9226443877939278,1.0078793094404792
30,CF America,1.796477495107632,1.4308861575371283,0.8628978111991406,0.7983650041309736
31,Cadiz,0.6961918148416534,0.695809408288661,0.948018010999261,1.201970639517856
32,Cagliari,0.6129066205007732,0.7612101721356147,1.252562924795557,1.3441172623532889
33,Cambuur,0.8927960901318887,0.778769300092249,1.1897051814124475,1.542999262843223
34,Casa Pia,0.7842680836544157,0.7299203361803767,0.9520647820726078,0.8033643324887071
35,Celta Vigo,0.8911255229973163,0.9910012784717293,0.888766885311807,1.0684183462380943
36,Chaves,0.7929821734727982,0.8341946699204305,0.7950576074851953,1.0451933917582668
37,Chelsea,1.2667798981076306,1.0401567843415307,0.5524236355488853,0.7878736544654716
38,Clermont,0.8291092223613401,0.7139063188365397,0.9221181284727467,1.3015124632732389
39,Club Leon,0.8454011741682975,1.109420179576929,0.8508124076809453,0.997956255163717
40,Cremonese,0.9357770723717163,0.4338897981173004,1.3599254612066047,1.2898094941773985
41,Cruz Azul,1.0332681017612526,0.903971998173794,1.3535651940378675,0.948058442405531
42,Crystal Palace,0.9466047590254822,0.7897486695926437,0.8944001718410525,0.7878736544654716
43,Dortmund,1.3671424322070678,1.751570393929789,0.8567519555613048,0.9508797399746363
44,E. Frankfurt,1.0793229727950535,0.9130526521548901,0.9595621902286614,0.8813031736350287
45,Elche,0.6961918148416534,0.7379796754576706,1.2837743898948326,1.2821020154857132
46,Empoli,0.8080360751908153,0.8720334177847703,0.9325203162559575,1.4112033289235064
47,Espanyol,0.8911255229973163,0.9066607441337097,1.1455217632907735,1.1752601808619036
48,Estoril,0.7434207876307483,0.7770119707726589,0.9645919502577737,1.2217061277478034
49,Everton,0.6152930933665636,0.7897486695926437,1.1984962302670104,0.9848420680818396
50,Excelsior,0.4353443791881209,0.809387580266816,1.639962834685466,1.215408650116508
51,FC Augsburg,0.9160705374834004,0.7220569443061631,1.1143302854268327,1.0559693453834185
52,FC Barcelona,1.5873173378389698,1.3705336829928172,0.5135097559579329,0.5609196317749995
53,FC Emmen,0.7618526635792117,0.6389901949474863,1.327588961412044,0.8609144604991932
54,FC Groningen,0.8417791706957807,0.7420531296164358,1.2446146513237912,1.1271935061564389
55,FC Koln,1.0313530628930512,0.9130526521548901,1.0281023466735657,0.8349187960752904
56,FC Porto,1.7155864329940345,2.072031922060424,0.4384508864808062,0.583087015515997
57,FC Twente,0.9948299290041045,1.3378857206712995,0.732126265484583,0.5459843545445251
58,FC Utrecht,1.275422985902698,0.9385168488291206,1.0615830849526455,0.7833688565204056
59,FC Volendam,0.6530165687821814,1.0223843119159781,1.2494954930936883,1.468618785557447
60,FSV Mainz,0.9408292006586274,1.1011368400668988,0.9905158092682956,0.6515555535344497
61,Famalicao,1.1215876895272827,0.9124004202254709,1.2220050513529566,0.9145442177884835
62,Feyenoord,1.938642938572101,1.4576963822239533,0.6589136389361248,0.6171997051372892
63,Fiorentina,0.9051961222942091,1.2190237185200343,0.9199495766985857,0.906551815907543
64,Fortuna Sittard,0.8417791706957807,0.7588008565001401,1.1897051814124475,1.3768301114601067
65,Freiburg,1.1141398428852167,1.0469825692439365,0.8136379861846714,0.8312950165784359
66,Fulham,1.1595908298062156,0.9691275594848753,0.8347734937183157,1.0532338783653006
67,Genoa,0.5691275761792894,0.5328471204949302,1.252562924795557,1.0182706532979462
68,Getafe,0.6683441422479873,0.7801499426266805,0.9677683862284122,0.828024218334523
69,Gil Vicente,1.057944967012988,0.8476494226610826,1.0084370389058543,0.8329814507371387
70,Girona,1.0730636506092683,1.2904101753716986,1.0744204124658292,1.1503304194496815
71,Go Ahead Eagles,0.7652537915416188,0.9784537360133385,1.0066736150413018,1.0919687090890502
72,Granada,1.0963189000032774,0.8300884169057711,1.1309688552271884,1.3861322228825803
73,Greuther Furth,0.5869259564480291,0.5096872548043504,1.5804553721413246,1.3956240659885981
74,Guadalajara,1.1741682974559688,0.739613453051286,0.6961192426480461,0.7983650041309736
75,Guimaraes,0.8559484999024,1.1301992302147768,0.9957078196209277,0.8329814507371387
76,Heerenveen,0.7907622512596728,0.8386746308685759,0.7870357353959269,1.2343994102745783
77,Hellas Verona,0.9296608823562148,1.0950552047722342,1.0799408074287744,1.0834399751090147
78,Heracles Almelo,0.5281751659267644,0.8269284875791,0.9646840204032153,0.9383669725164216
79,Hertha Berlin,0.6684839057311299,0.8123140623444335,1.2735203262020944,1.3031111070688994
80,Hoffenheim,1.0398638533595355,0.9928282984209742,1.0612669385017455,1.1233716440249133
81,Inter Milan,1.4678856037203392,1.5496064218475012,0.8199550574922175,0.5527754975045993
82,Juarez,0.6487279843444227,0.82179272561254,0.9861689270847321,0.8482628168891594
83,Juventus,1.1009142027902543,1.2548773573000354,0.7199605382858496,0.5917949443872769
84,Lazio,1.4434208436583336,1.3843150701837679,0.7999561536509441,0.862329776107175
85,Lecce,0.5718637664493822,0.7231496635288339,0.7649580719287152,1.0318475953419186
86,Leeds Utd,0.9939349969767564,0.7897486695926437,1.3058242508879367,1.488205791768113
87,Leicester City,1.2305861867331271,1.0208946216685393,1.2700482440142944,0.962956688791132
88,Lens,1.0824481514161939,1.3313388108032767,0.7447877191510646,0.6724481060245068
89,Levante,1.1461515772761535,1.0564761669709812,1.6257677293890833,1.4339298857406002
90,Leverkusen,1.5350371168640762,1.2816510761434394,0.8136379861846714,0.9436321809809272
91,Lille,1.1054789631484536,1.0998016263157502,0.7625207600832329,0.9761343474549293
92,Liverpool,1.5382327334164088,1.7449253244945069,0.7512961443464841,0.49563947217190624
93,Lorient,0.8521400340935996,0.7910853803323817,1.223579824319606,0.824291226739718
94,Lyon,1.1515405866129724,1.2910468007576532,0.8511859647440738,0.8262052156562963
95,Mallorca,0.8075825052163179,0.7590648090421757,1.1455217632907735,0.9615765116142848
96,Manchester City,1.6809194801812792,2.141499261879622,0.4419389084391083,0.6758720075071448
97,Manchester Utd,1.071890683014149,1.1698931152860899,1.1785037558376221,0.6758720075071448
98,Maritimo,0.82920010928045,0.8476494226610826,1.3591977480904993,0.9995777408845664
99,Marseille,1.37507493577902,1.1962754531855528,0.4746196249492078,0.9110587242912673
100,Mazatlan,0.7485322896281801,0.7734519770470965,1.273801530817779,1.4088794190546592
101,Metz,0.5939525130951121,0.7464027657821574,1.2413128652517744,1.238720195308302
102,Monaco,1.3127562687387886,1.4278126376730793,0.7625207600832329,0.9327505986791547
103,Monchengladbach,0.8665532111329464,1.1191882636745527,1.0966425031184701,1.011034479622422
104,Monterrey,1.3620352250489236,1.273778724699437,0.5800993688733718,0.5488759403400443
105,Montpellier,1.043160296108222,0.9942163824637996,1.1317852594942648,1.0755554383994128
106,Monza,0.8872552982487384,0.9943307873521467,1.0426095202583971,0.9673571206330488
107,Moreirense,0.5920455141312747,0.9446027879981346,1.155447042020007,1.1645407340697644
108,NEC Nijmegen,0.974258590521803,0.778769300092249,0.7935304038800641,1.0444918086938741
109,Nantes,0.8751708458258589,1.0033277994459475,0.9398511694049149,0.8893668499033801
110,Napoli,1.7125332043403956,1.4888375425593638,0.45997478834929284,0.6600789764319627
111,Necaxa,0.6986301369863014,0.8121245758994513,0.8628978111991406,1.2210288298473713
112,Newcastle Utd,1.0176001159523935,1.0905783278090668,0.8944001718410525,0.8335754759254785
113,Nice,1.0363865279516753,0.8875592072021844,0.5319912279650462,0.8025993523518308
114,Norwich City,0.4795300424010667,0.42579517487665,1.3510149964125373,1.733552412237624
115,Nottm Forest,0.36237213431444243,0.8005836360962013,1.5260702932037957,0.9574853439684552
116,Osasuna,0.8632778504036501,0.7168945418731658,0.7900150091660508,1.1485497222059513
117,PEC Zwolle,0.6242070142770851,0.4886395608421954,1.1024960233179604,0.8936828309680206
118,PSV Eindhoven,1.7600837205457234,1.956907472026677,0.823642048670156,0.7596304063228175
119,Pachuca,1.2974559686888454,1.2761957621277091,0.9039881831610044,0.7983650041309736
120,Pacos Ferreira,0.6198247757913931,0.6614903046634664,1.0183375427941306,1.344917967336005
121,Paris SG,1.8194341268484964,1.6593498221606056,0.6383894735580553,0.6724481060245068
122,Portimonense,0.7378866378468965,0.6386802941578296,0.9957078196209277,0.9683409364819237
123,Puebla,1.12720156555773,0.903971998173794,1.1601987377467435,1.1476496934382745
124,Pumas UNAM,0.7984344422700587,1.082832767865935,1.2327111588559152,1.361916771752837
125,Queretaro,0.598825831702544,0.82179272561254,1.273801530817779,1.1975475061964604
126,RB Leipzig,1.2232327025010608,1.378895842029834,0.7196716426714961,0.7421500409558136
127,RKC Waalwijk,0.9948299290041045,0.9385168488291206,1.0615830849526455,1.068230258891462
128,Rayo Vallecano,0.7797348326226518,0.9910012784717293,0.9282676357701096,1.0417078875821417
129,Real Betis,1.253145266714976,1.180767480732273,0.7110135082494456,0.988286970270237
130,Real Madrid,1.7544033734009665,1.6868106867603903,0.5925112568745381,0.667761466398809
131,Real Sociedad,1.22529759412131,0.7379796754576706,0.8690165100826559,0.5876300904309518
132,Reims,0.7830475988968212,0.9454435033240659,0.6561225144902236,0.8893668499033801
133,Rennes,1.1515405866129724,1.601465526038724,0.868919005676242,0.542296859697183
134,Rio Ave,0.9149794309301517,0.7820575030504036,1.122434269390864,0.6763016064318197
135,Saint-Etienne,0.7636532311222869,0.8530317323224654,1.2739789932847159,1.5184312071521122
136,Salernitana,0.7339428018601696,0.8264567583186674,1.3599254612066047,1.3266611940110384
137,Sampdoria,0.6850132817361583,0.785133920402734,1.199934230476416,1.2161060945101185
138,Santa Clara,0.5607938447636414,0.8667803992141973,1.1088564354869421,1.344917967336005
139,Santos Laguna,1.1477495107632094,1.479226906102572,1.1505304149321873,1.2474453189546462
140,Sassuolo,1.3308829473731076,0.9783789565390107,1.2822154348519417,1.0470218246851823
141,Schalke 04,0.38375927921601904,0.7316843702302452,0.9008134847044577,1.581707274787078
142,Sevilla FC,0.9468208681846486,1.1731001594288168,0.7702646339368995,0.9631953272904031
143,Southampton,0.7572838072203858,0.7319621815736697,1.2342722371406525,1.1818104816982076
144,Sparta,0.9183045498499426,0.8786115180527937,0.8053388920330414,0.8783226573107578
145,Spezia,0.7339428018601696,0.7644725014447673,1.3199276535240576,1.1939950746099346
146,Sporting Braga,1.6869933257774672,1.295019951287765,0.7672890513414109,0.5553209671580924
147,Sporting CP,1.7709279308325516,1.6482072107298829,0.7694105878888986,0.44425677372647393
148,Strasbourg,1.0594173396839346,1.0998016263157502,0.9753172512692513,0.8893668499033801
149,Stuttgart,0.7195486485300358,0.8757851969648945,1.0109673075623398,1.1828016277733282
150,Tigres,1.047945205479452,0.889469773604161,0.49308446354236607,0.7514023568291516
151,Tijuana,0.7984344422700587,0.7347793781947417,1.3559822747415067,0.9862155933382615
152,Toluca,1.2211350293542074,1.3586973063460663,0.8508124076809453,1.0112623385658999
153,Tondela,0.9149794309301517,1.0304757687252377,1.4030428367385799,1.6708627923609662
154,Torino,0.879333375942946,0.8720334177847703,0.8159552767239628,0.7966470405213343
155,Tottenham,1.3252466626356754,1.367613549782383,0.9301761787146946,0.8535297923375943
156,Toulouse,1.108357814614986,1.0973897806440052,1.1249397841344204,1.1862743805875877
157,Troyes,0.962815879362513,0.6951790465618132,1.3619960604845858,0.9601844398167768
158,Udinese,1.0694595112819616,1.2336082495491874,0.9908028360219548,1.0470218246851823
159,Union Berlin,1.0553380178440523,0.9316863797498878,0.8396169164500787,0.6029969082765986
160,Valencia,0.9189731955909825,0.9910012784717293,0.9875187614575636,1.0417078875821417
161,Valladolid,0.6312139121230991,0.7646875113313769,1.4325605499544387,0.9686993005892054
162,Venezia,0.5691275761792894,0.7992706807423955,1.1094128762474933,1.5477713930128782
163,Villarreal,1.1417545763403114,1.3034446215875741,0.6912631330202943,0.8255959948203455
164,Vitesse Arnhem,1.0713553081582663,0.7188639693159221,0.823642048670156,1.2818763106697546
165,Vizela,1.0920722240134069,0.7534661534765178,1.154115881833348,0.9995777408845664
166,Watford,0.7410918837107394,0.6032098310752542,1.0214991436289915,1.8544979293704815
167,Werder Bremen,1.2609233459954912,0.9242328887118888,1.2141399141668778,1.1982630869599076
168,West Ham Utd,0.9500849235807229,1.0401567843415307,0.828635453323328,1.0286128266632546
169,Willem II,0.6722229384522456,0.676577853473809,1.2747610269613916,0.8936828309680206
170,Wolfsburg,0.9833831529910488,0.9875875625348811,0.8224818773388526,0.9972641175343747
171,Wolverhampton,0.7099535692691117,0.6741756935546959,0.7691841477833052,0.962956688791132
